group,estimator,brier,brier_lo,brier_hi,ece,ece_lo,ece_hi,n_matches,n_obs,bootstrapped
Pooled,model,0.213416318207937,0.21126359008132536,0.2156560176689386,0.07380444569585257,0.06892315893628463,0.07872809731396517,15856,47568,True
Pooled,market,0.19393371857352118,0.19229321627942725,0.19556537559263432,0.007523707983179736,0.00498541282974386,0.01234866945523283,15856,47568,True
